   5.0000000e+01   1.0000000e+02
   8.6537044e+01   9.2000000e+01
   8.1065229e+01   1.5793477e+02
   3.2000000e+01   1.5669882e+02
   2.2029218e+01   7.1000000e+01
   7.3000000e+01   4.1350739e+01
   2.1058962e+02   9.7000000e+01
   4.5105075e+01   2.6189492e+02
   2.3000000e+01   1.2360137e+02
   3.4555761e+01   5.8000000e+01
   1.1727181e+02   6.5000000e+01
   1.2201350e+02   2.3698650e+02
   2.2000000e+01   1.7879737e+02
   3.6618382e+01   7.7000000e+01
   1.0754967e+02   5.1000000e+01
   1.5288454e+02   1.4911546e+02
   4.5079890e+01   1.8600000e+02
   2.7247193e+01   9.0000000e+01
   6.7745049e+01   5.5000000e+01
   1.6038358e+02   9.7616425e+01
   7.1965885e+01   2.1900000e+02
   2.0000000e+01   1.1557950e+02
   5.0004429e+01   6.0995571e+01
   1.6776835e+02   7.2231650e+01
   7.1437602e+01   2.8756240e+02
   1.5000000e+01   1.3018644e+02
   2.7000000e+01   5.3182526e+01
   1.1141311e+02   4.3000000e+01
   1.6138617e+02   2.3461383e+02
   1.5000000e+01   2.0232767e+02
   3.9334832e+01   8.1665168e+01
   8.2000000e+01   6.2000000e+01
